UBE2Q1
LPPR4
LPPR3
LPPR2
LPPR1
TRPC3
RSAD2
RSAD1
CHD1
HOPX
CHD3
CHD2
CHD5
CHD4
CHD7
CHD6
CHD9
CHD8
CAP1
CAP2
NPC2
NPC1
SKIV2L
TTC5
TTC4
DRAXIN
RAB3GAP2
IL4R
TTC3
RAB3GAP1
ATP10D
C3orf55
TTC8
CAPS
DAG1
DYNC1LI2
ELP6
EFHC2
EFHC1
CAPG
TPRKB
ELP5
ETHE1
PRDM16
MPG
PRDM14
PRDM15
ABCG4
ABCG5
PRDM10
PLSCR1
ABCG8
MPO
MPL
AVP
MPI
BEGAIN
PRKCZ
SPC25
POLRMT
MS4A6E
MPZ
MCPH1
KDM1A
KDM1B
SLC36A4
SF3B14
SLC36A2
PRKCQ
OR1S2
TRPC7
GADL1
KRTAP5-10
KRTAP5-11
QRSL1
FCER1G
AKR1B10
FCER1A
BTG2
AKR1B15
FAHD1
SLA2
C4orf36
HESX1
C4orf32
C4orf33
SRD5A3
SRD5A2
SRD5A1
HELLS
AKAP17A
FAM49A
FAM49B
PDILT
ZFP36L1
ZFP36L2
SPRY4
C10orf99
GGA3
GGA2
ZNF510
C10orf90
C10orf91
ATP6V0D2
C15orf40
C10orf95
C15orf43
SLC12A6
FHOD1
ADH7
ADH6
ADH4
C4orf6
PKD2
PKD1
CXorf48
GJC2
GJC3
ING3
GJC1
PRKACG
SPRYD3
PRKACA
PSMB9
PRKACB
STAMBPL1
PSMB6
PSMB5
PSMB4
PSMB3
PSMB2
PSMB1
PYCARD
FABP9
COL17A1
FAM195A
HDHD1
HDHD3
SPG7
MANEA
PPARGC1B
PPAPDC1A
TDGF1
R3HDM4
C20orf141
RMI1
CORO6
CORO7
TCEB3C
TCEB3B
KCNK4
KCNK5
KCNK6
TRAT1
FAM155B
KCNK1
KCNK3
ZNF517
TRIML2
C9orf142
CSNK1A1L
NACC2
VPS13D
MMD2
NACC1
VPS13A
SH3KBP1
VPS13C
VPS13B
BEX5
BEX4
BEX2
KIAA0556
SCAF11
NUP160
ELTD1
CRYM
TMEM163
TMEM164
EVI2A
EVI2B
FOXN1
FOXN2
FOXN3
NICN1
C18orf25
EIF3K
PMVK
PLSCR2
GRIN2B
GNA14
GNA15
GNA12
PRLHR
GRIN2D
NOL9
FAHD2A
MYO10
HN1L
SH2B3
TAP1
TAP2
CHTF18
MFGE8
DUSP26
C19orf18
KLK5
IL6ST
SNAP91
SBF2
SAR1A
DBN1
SAR1B
ACTG1
OGDH
ACTG2
CDC73
C11orf35
WWP1
R3HDM1
C19orf12
SEMG1
SEMG2
WEE2
WEE1
DAZL
DAZ3
DAZ2
DAZ1
TAS2R19
DAZ4
SRFBP1
TAS2R16
TAS2R10
BCAT2
BCAT1
TAS2R13
NEUROG3
AAED1
MACROD2
MACROD1
NEUROG1
AKAP4
AKAP5
AKAP6
AKAP7
GTF2F1
AKAP1
AKAP2
SEP15
EXO5
CAGE1
EIF2D
AKAP8
PPIL2
EIF2A
CYP26A1
PSTK
TUBE1
SPATA13
INTS2
NFU1
RRP1B
NOVA2
NOVA1
ODF1
CCDC113
SMC1B
KRR1
SFTPD
TMEM132E
TMEM132D
TMEM132A
PEG10
TMEM132B
INTS1
OVGP1
STRN
CETN3
CETN2
CETN1
CCL28
FAM92A1
DIO1
H3F3A
DIO3
CCL20
CCL23
CCL22
CCL25
CCL24
CCL27
ABCG2
ALPK1
SLC23A1
ALPK3
ALPK2
C8orf48
C8orf47
C8orf46
MGLL
C8orf44
PHRF1
PRPF39
TP53I3
CUX1
CUX2
BRF2
CYSTM1
TMEM95
FSIP1
DNAJC8
CSNK1A1
MB
CAMSAP2
GLYATL3
DNAJC6
CAMSAP1
DNAJC1
DNAJC2
DNAJC3
NOX4
CYP4F12
ZNF701
GOSR2
SLC18A2
SLC18A1
GOSR1
PRPF31
RRP15
CYP4F11
RALBP1
NRN1
DEAF1
RAP1B
RAP1A
SPOPL
TRIM46
ZNF835
MAP3K4
ZNF837
ZNF836
ZNF839
DOS
MAP3K5
IPO11
COLEC12
MTNR1A
FAM91A1
PET117
ATOH7
ACAT1
ACAT2
ATOH1
RNF152
CD200R1
LIMD1
RNF151
NUGGC
ATOH8
IVD
ZNF576
CTF1
TMEM44
MECP2
MARVELD2
TBPL1
TRPV5
LDLR
TSPY8
RARRES2
TSPY4
TSPY3
TSPY2
TSPY1
OR8S1
IL2RA
IL2RB
ZFYVE20
SLC17A8
ZFYVE26
TPCN2
IL2RG
SLC17A4
SLC17A5
TAS2R4
ZFYVE28
SLC17A1
SPAG16
SPAG17
UBFD1
C16orf59
IL17RB
TRPV3
MRAP2
SWI5
ACRV1
CMTR1
TMEFF2
C16orf54
PDDC1
REEP6
KIAA0319L
MYF5
MYF6
ZNF207
ERC1
ERC2
CCDC144A
BAX
BAD
BHMT2
IGSF9
PRKCDBP
SLC37A2
SLC37A3
SLC37A1
TOB1
MYOD1
SLC37A4
TOB2
CDK12
CDK13
CDK10
SMCO4
CDK16
CDK17
CDK14
CDK15
GPR126
ST5
GPR124
NEO1
GZF1
GPR123
ATP6V1B1
ATP6V1B2
NOS1AP
PIP5KL1
GPR128
CSMD2
KCNAB1
ZNF304
STH
ZNF302
BFSP1
FAM216B
P2RY8
FAM216A
MMP28
STS
MMP25
SEC61G
MMP27
P2RY1
SEC61B
MMP20
P2RY4
HOXB13
POSTN
IGLL5
TFG
HVCN1
TSSK4
SH2D2A
PIH1D1
RND1
RND2
RND3
NCL
CTNNBIP1
PPP3CA
PPP3CB
PPP3CC
TCAIM
LIF
OMA1
LRRC41
LRRC40
LRRC43
LRRC42
LRRC45
LRRC47
LRRC46
LRRC48
B3GNT4
CDCA2
B3GNT7
FNDC8
B3GNT1
B3GNT2
ZFHX4
TSFM
RPL18
FNDC7
B3GNT8
ADRA2A
ADRA2B
ADRA2C
MRPL46
TEX26
PWWP2B
C6orf141
FGFR1
TEX28
TEX29
PCYT1A
TBCCD1
DAAM1
DAAM2
HLA-DRB1
PSRC1
HLA-DRB5
CCDC152
CCDC153
CCDC150
CCDC151
GUK1
CCDC157
CCDC154
YIF1A
CCDC158
WRAP73
CDCA8
DZIP3
SYT8
SYT9
LRRC4C
LRRC4B
MTCH2
FN1
ACR
SYT1
SYT2
OR6T1
SYT4
SYT5
SYT6
SYT7
PRRG3
CXCL9
SLC6A20
RHO
ATP5O
RHD
MEP1B
TASP1
KISS1R
FUBP3
ATP5L
NCSTN
MCM10
SCHIP1
SPZ1
CEP104
FAM189A2
FAM189A1
YJEFN3
SAP30
NBL1
TCP11L2
CLEC5A
NES
CCZ1B
PALMD
IZUMO2
HSFX1
ANGPT2
GNAI1
DRC1
TRIM4
PALM3
PALM2
DUPD1
MANSC4
PRRX1
C1orf51
OR5T2
MANSC1
C1orf54
MARC1
MARC2
ICMT
PNKD
FDCSP
SUSD2
EME1
FCF1
MPZL1
ATP6V0A4
TMEM47
ATP6V0A1
ATP6V0A2
TBC1D1
GPR97
CSRP2BP
GUCA1A
GUCA1C
TRIM6
KRT75
KRT74
KRT77
KRT76
KRT71
KRT73
KRT72
C17orf107
C17orf104
C17orf105
C17orf102
KRT78
TBC1D5
SMPD4
SMPD1
HAAO
ACOXL
SMPD2
BRIP1
PDE11A
TBC1D7
OR6S1
BSN
PHOX2B
ADAP2
ZNF571
ATP5A1
HFE2
TTC28
AAMP
HYPK
TTC24
TTC25
TTC27
PATL2
TTC22
PATL1
F11R
CARS
U2SURP
IL6R
ENO1
ENO2
ENO3
CELF6
CARF
NPAT
TAOK2
SYCP1
MCEMP1
CNOT6L
TPTE2
FAXC
SLC22A18
LLGL1
SLC22A16
ACOX3
SLC22A14
ACOX1
SLC22A13
SLC22A10
SLC22A11
NSMCE1
CELF5
MAGEA6
ANKFY1
DAGLA
PTK2
PTK7
PTK6
CTSZ
SRRD
PRKAA2
PRKAA1
NIPAL2
ITGB3BP
DAGLB
RCSD1
MCL1
GAL3ST1
POMP
SORBS3
SORBS2
ODC1
AOPEP
SCARA3
IL18RAP
SCARA5
ATG16L1
ATG16L2
PFDN6
C4orf51
C3orf30
ARHGDIB
C3orf36
NDEL1
ARHGDIA
NANP
NANS
C3orf38
USH1G
IL17REL
MATN1
MATN3
MATN2
IL17RC
KRTAP4-8
ENDOG
TANC2
C15orf62
CES3
CES2
KBTBD13
KBTBD12
KBTBD11
FFAR2
FFAR3
LMNA
FFAR1
BDH2
ENDOV
ENDOU
BDH1
DDX23
DDX21
SPG11
DDX27
ZNF157
ZNF154
ZNF155
GULP1
IGDCC4
DDX28
TSNAX
ZNF90
ZNF91
ZNF92
ZNF93
ZNF98
KRTAP4-3
BAG5
SYTL5
FBXO18
FKBP15
RAET1E
UBE2J1
RAET1G
FKBP11
TBX21
TBX20
FAM3B
FBXO11
FBXO16
RAET1L
FBXO15
PDPN
GGPS1
SFTA3
SFTA2
NRTN
EPS15L1
NACA2
C9orf169
DDC8
CNGB1
C9orf163
TRUB2
CARD9
TM2D1
PLA2G6
PLA2G7
PLA2G5
PLA2G3
KAAG1
GDPGP1
ERBB3
ATPAF1
SHC1
SHC2
CCDC71
OR2G3
FPR1
FPR2
FPR3
OR2G6
CCDC78
CCDC79
TMEM109
TMEM108
NACAD
NENF
MPHOSPH8
TMEM102
TMEM101
FOXH1
TMEM107
OR1K1
TMEM105
TMEM104
SMPDL3B
GHITM
SMPDL3A
TRANK1
FAM90A1
CSHL1
SPEN
ZCWPW2
ZCWPW1
FKBP1B
DNAJC7
FKBP1A
SPEG
MANEAL
TIMM8B
OSGIN1
CGN
STOML1
FBLIM1
TIMM8A
STK40
DAXX
CDC16
PDE4DIP
NT5C
TBATA
NT5E
MAP10
RHCG
LGALS9C
LGALS9B
UNC50
NKAIN4
NKAIN3
NKAIN2
NKAIN1
MAP1A
MAP1B
PDCL2
PDCL3
UNC5B
UNC5C
VGF
LBX1
UNC5D
CCM2
MAP1S
FRMD8
CCP110
IMMP1L
SPICE1
FRMD6
FRMD7
FRMD1
PKNOX2
FRMD3
GNAS
MED13L
DSCR4
OGG1
PTCD3
DSCR3
PTCD1
ZNF433
GNAL
HLTF
AGFG2
AGFG1
DPF2
DPF1
ASNA1
CLPX
CRYGS
RPL18A
MR1
KRT3
KRT2
KRT1
KRT7
SIX2
KRT5
CRYGA
KRT9
KRT8
CRYGD
DACT3
RPS16
VPS45
RRNAD1
VPS41
BCAP29
TMCC1
TMCC2
ECT2L
SDR42E1
CNPY4
TAS2R31
NMNAT2
CNPY3
DNER
ALOX12B
RPS19
TAS2R38
TAS2R39
EPB41L1
NAA16
EPB41L3
EPB41L2
EPB41L5
ACSS3
RUNDC3B
ACSS1
NCCRP1
SIGIRR
PLEKHM1
PLEKHM2
PLEKHM3
VPS4A
VPS4B
GMEB2
FAM72D
SLC43A3
FAM72B
SLC43A1
OR5C1
DCAF13
MOCS1
DFNA5
FAM162B
RRP36
DCAF12
WNT2
WNT1
LRRN4
AGXT
LRRN2
LRRN1
WNT4
PPP1R15A
DDOST
GPAA1
TREML4
CDHR1
MOGS
ERO1LB
DCAF16
RECK
UBE2B
MRPL37
GPRIN2
CDHR4
SPDYE6
SPDYE1
CRISPLD1
SPDYE3
SPDYE2
ATF7IP
INSR
MRPL35
RUNX1T1
HIST2H2BF
HIST2H2BE
ZNF813
ZNF812
UBE2F
SPTBN2
SPTBN1
ZNF814
KLF13
VEPH1
KLF11
FIBIN
KLF17
KLF16
KLF15
TFAP2A
RBMY1B
TFAP2C
TFAP2B
TFAP2E
RBMY1F
RBMY1E
RBMY1D
DMWD
GBE1
CLEC17A
OR51T1
NRROS
PCNA
SLC44A1
SLC44A2
SLC44A3
ZBTB7A
SLC44A5
ZBTB7C
ZBTB7B
CD33
MSI2
MSI1
PCNP
PCNT
DEFB128
PCNX
UTY
HDAC1
FEZF1
ZMYND8
PACRG
FAM149A
NUMBL
FAM69B
RPA4
DNPH1
RPA1
FAM69A
RPA3
RPA2
TENC1
NDUFS1
NDUFS2
NDUFS3
NDUFS4
NDUFS5
NDUFS6
NDUFS7
NDUFS8
C1R
COQ7
COQ6
SLC9A3R1
ILF3
ILF2
HBM
FAM198B
ZRANB1
DMRTC2
ZRANB3
ZRANB2
BOP
HBD
FAM132A
HBB
MUC22
PCDHGB2
PCDHGB1
MUC21
PCDHGB7
ATP9B
ATP9A
KLK9
BOC
RREB1
DENND2C
TPX2
DENND2A
WWC3
PPT1
WWC1
LIPT1
INPP4B
GAGE7
MICAL1
MICAL2
MICAL3
PHC1
PHC3
GPR107
HDAC2
MFAP3L
UBE2G2
SMDT1
BRICD5
PIANP
AP1G1
SAFB
GRXCR1
GRXCR2
ZNF366
PRF1
KCTD20
TRNP1
H2AFV
SLC35E3
PRPF40B
ALS2CR11
H2AFX
H2AFY
H2AFZ
C20orf26
RNF8
RNF6
RNF7
RNF4
ZNF410
RNF2
AVPR2
H2AFJ
AKT3
RHBDL2
C20orf27
NRXN2
PPP1R26
PPP1R27
CLTA
PPP1R21
CLTC
CLTB
TMEM159
LRRC61
NGLY1
DPEP1
FLG
DPEP3
ACSL5
C7orf34
C7orf33
HEPHL1
HARS
RRAGB
LHFP
BTBD10
ZNF829
TEX40
IBA57
PCOLCE
RARRES3
ISCA1
HSD3B2
FAM118A
FAM118B
LMX1A
ZCCHC24
LMX1B
OR6V1
RECQL
SRPRB
MISP
KIAA1430
ETV3L
SIK3
KIAA1432
POU4F3
KCP
PRKRIR
ACTR8
BAIAP3
GGT6
ACTR5
XPNPEP3
ACTR2
RECQL5
GPANK1
CPXM2
MCOLN3
WBSCR22
FOXP3
CST9L
MCOLN2
WBSCR28
GNRHR
SPINK14
SPINK13
STRIP2
SPHAR
CNR1
GBX2
CNR2
GNL3L
POLDIP3
NA
CLDND2
RAPGEFL1
GTDC1
COPS3
ALDH18A1
TUFT1
ICOS
HHEX
PTPRU
TBR1
TGS1
COPS4
GSTA3
ABI3BP
KHDRBS2
IDUA
OR5V1
SLC40A1
KCND1
PPOX
SPERT
ACTRT1
GLB1
ACTRT3
TINF2
PITPNM1
NKX3-2
NKX3-1
GNRH1
NAP1L5
ZIM3
GPATCH8
PRPF38B
CPED1
MDGA1
ZNF594
Cdx2
ADAM11
ADAM12
ADAM15
ADAM17
ADAM18
MSL2
FAM199X
CPNE9
CPNE8
CPNE3
CPNE2
CPNE1
CPNE7
CPNE6
CPNE5
CPNE4
WNT8A
WNT8B
GLYAT
TTC40
TRIT1
DNMT3B
OPALIN
MMP24
DNMT3A
G3BP2
XRN2
DNMT3L
AAK1
SNRPN
PVRIG
SNRPB
SNRPC
OR2W1
SNRPA
SNRPF
SNRPG
SHANK1
SNRPE
KLC4
ZNF556
MAST1
DTWD2
PARPBP
RGS9BP
PLAC8L1
BIRC2
AK7
PTPRH
NPIPA1
PPP1R18
ZDHHC15
ZDHHC14
ZDHHC17
PCSK9
ZDHHC11
PRCC
ZDHHC13
ZDHHC12
PRKAG1
PRKAG3
PCSK1
PCSK6
PCSK7
PCSK4
PCSK5
DUSP28
HIPK2
HIPK1
PHYHIPL
HIPK4
DUSP21
DUSP22
DUSP23
LEMD3
LEMD2
SNTA1
DUSP27
CSGALNACT1
NCAN
INTU
YBX2
NAPG
ESPL1
NAPB
NAPA
C3orf14
C3orf17
YAF2
RBM14
LARP4
LARP6
LARP7
ISM2
ISM1
EXOC6
RPL19
CCDC155
DYM
RPS6KL1
DDX49
ODAM
ZNF174
TMEM45A
EDIL3
ZNF177
PTER
DDX47
DDX46
PTEN
PLTP
FAM135B
ATMIN
EIF5A2
TMEM45B
NLN
ELAVL4
NUDT8
LGR6
ELAVL1
ELAVL2
ELAVL3
CDKN1C
CDKN1B
CDKN1A
UBE2D2
C11orf1
UBE2D1
POFUT1
SETBP1
EDNRA
EDNRB
SAP130
APOF
APOD
APOE
APOB
APOO
APOM
APOH
FAM151B
UTP11L
FAM151A
FAM104A
FAM104B
NFIL3
REG3G
VEGFB
REG3A
CCDC50
FOXJ1
TMEM127
FOXJ3
FRAS1
CEP89
TMEM123
CCDC57
CCDC58
CCDC59
C9orf72
TMEM129
PAXIP1
STX18
NUFIP2
RAD18
NUFIP1
PREPL
SULT4A1
CABP7
DNAJB12
CABP5
CABP4
CABP2
CABP1
FBXO34
FBXO36
FBXO30
SLC35B4
FBXO32
FBXO33
IGFBP6
CNRIP1
FBXO39
DTX4
CYP46A1
DHCR24
GNS
SAT2
PELP1
MBOAT2
MBOAT4
SPSB3
SPSB2
CLUAP1
PHLDB2
HINT2
SPSB4
SLC25A53
SLC25A52
SLC25A51
SDPR
IL23A
UNC79
CDC34
CDC37
OR2A1
ALAS1
ALAS2
OR2A2
S100A9
S100A8
OR2A7
BIRC6
S100A5
S100A4
S100A7
S100A6
S100A1
OR2T33
S100A3
S100A2
LONRF3
LONRF2
LONRF1
C15orf27
JARID2
AIP
SLX1A
IRAK3
APLNR
CDCA7L
